"Country","HDI","HDICategory","Age","Gender","HaveKids","Ed.Level","WorkStatus","Income","Occupation","YearsAtJob","MonthsAtJob","Community","MaritalStat","Sons","Daughters","BdWstTime","BdDelayAct","BdMustAct","BdDelayMake","BdPutOff","GdPayBills","GdPunctual","GdPrepared","BdRunLate","BdCmpltTm","GdWantGrow","BdFamView","GdTmToSpare","BdDeadline","BdTmMngmt","GdDocApt","GdMorePunct","GdMaint","BdXpctLate","BdCostMoney","BdLateStart","BdMissTckts","GdPartyPln","GdEasyWake","BdSlowMail","GdRtnCalls","BdWrkr","GdDecisive","BdWrkDelay","BdAirport","GdSocial","BdDeadline.1","GdSMLBill","GdRSVP","GdTask","BdBdayGFT","BdEsntlItem","GdCmplteDay","BdDoTmrow","GdEvngTasks","GdIdealLIfe","GdExclLife","GdSatisLife","GdImprtThs","GdChangeNil","SelfView","ExtView","DPMean","AIPMean","GPMean","SWLSMean"
"United States","0.920","Very high human development",32.5,"Female","Yes Kids","ma","full-time",67500,"",10,0,"Rural/Country","Married",0,1,5,4,5,3,3,3,1,3,1,3,5,4,4,3,4,3,1,4,2,5,5,2,3,2,3,4,4,3,4,1,1,4,4,3,4,4,4,5,5,5,3,4,3,5,4,"yes","yes",4,3.06666666666667,3.45,3.8
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","ma","retired",150000,"",6,0,"Medium-Sized","Married",0,0,3,3,2,1,1,1,1,3,3,1,1,1,2,1,2,2,3,2,1,1,3,1,1,2,3,2,3,2,3,2,2,1,2,3,2,1,1,1,1,1,5,5,5,5,3,"no","no",2,1.66666666666667,1.85,4.6
"United States","0.920","Very high human development",55,"Female","Yes Kids","ma","full-time",67500,"",0,0,"Village","Divorced",0,2,4,3,4,3,3,1,1,2,1,2,3,2,4,2,4,5,1,3,1,4,5,1,2,4,3,1,3,3,4,1,5,4,4,4,4,4,3,4,4,4,3,2,4,3,4,"yes","no",3.4,2.4,3.25,3.2
"United States","0.920","Very high human development",32.5,"Female","No Kids","phd","student",25000,"",7,2,"Village","Married",0,0,3,3,3,2,2,2,3,3,5,3,3,4,5,3,5,2,4,4,4,4,4,3,2,5,3,4,4,4,4,4,5,4,3,5,4,4,1,5,5,4,2,1,2,4,2,"yes","yes",2.6,3.6,3.8,2.2
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,3,4,4,3,3,2,1,1,3,2,1,2,4,4,3,4,4,4,2,1,2,1,3,4,4,4,3,4,4,1,4,3,2,3,4,3,3,4,5,4,2,2,2,2,2,"yes","no",3.4,2.53333333333333,3.3,2
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","phd","part-time",45000,"",7,0,"Small Town","Married",0,0,4,4,4,3,3,2,2,5,4,3,2,2,5,2,4,3,4,2,2,5,5,3,5,4,3,3,5,5,5,3,5,4,2,4,5,4,2,5,4,5,4,5,4,4,2,"yes","yes",3.6,3.13333333333333,3.95,3.8
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","deg","part-time",25000,"",0,6,"Rural/Country","Married",1,2,5,5,5,4,4,4,2,5,5,4,5,5,5,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,2,3,5,4,5,5,5,5,5,4,5,1,1,1,1,1,"yes","yes",4.6,4.26666666666667,4.55,1
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","ma","part-time",45000,"",0,0,"","Married",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,2,1,2,2,1,2,1,1,1,3,5,5,5,5,4,"no","no",1,1.06666666666667,1.55,4.8
"United States","0.920","Very high human development",21,"Male","No Kids","ltuni","student",10000,"",0,0,"Large Town","Single",0,0,4,4,3,3,3,2,3,5,5,3,3,5,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,5,"yes","yes",3.4,3.66666666666667,3.6,4.2
"United States","0.920","Very high human development",55,"Male","No Kids","ltuni","full-time",67500,"",0,5,"Small Town","Married",0,0,4,3,3,4,4,1,1,2,4,3,1,2,3,3,3,2,2,3,1,3,3,1,3,3,3,3,3,3,3,1,4,4,3,3,3,2,2,3,2,2,1,1,1,2,5,"yes","",3.6,2.26666666666667,2.65,2
"United States","0.920","Very high human development",55,"Female","Yes Kids","dip","part-time",87500,"",0,0,"8","Married",1,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,"no","no",2.2,1.93333333333333,2.15,4
"United States","0.920","Very high human development",55,"Male","Yes Kids","ma","full-time",55000,"",0,0,"Small Town","Married",0,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,3,2,1,2,2,1,1,2,3,1,1,1,2,2,2,2,1,2,2,2,3,3,3,4,4,"no","no",1.6,1.26666666666667,1.75,3.4
"United States","0.920","Very high human development",32.5,"Female","No Kids","deg","full-time",87500,"",4,0,"Medium-Sized","Married",0,0,5,3,2,2,2,3,5,5,5,2,4,1,1,5,5,3,5,5,4,3,4,2,1,5,3,5,3,4,5,3,4,4,2,4,4,3,4,3,3,4,3,2,3,3,2,"yes","no",2.8,3.73333333333333,3.55,2.6
"United States","0.920","Very high human development",45,"Male","Yes Kids","deg","full-time",67500,"",3,0,"Village","Married",0,0,4,4,3,3,4,1,1,5,1,3,4,2,2,3,3,4,1,3,1,3,2,3,2,3,2,4,4,4,5,2,3,4,2,4,5,4,4,4,3,4,3,3,3,3,2,"yes","no",3.6,2.46666666666667,3.35,2.8
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","student",10000,"",0,0,"Large Town","Single",0,0,3,2,2,1,1,2,1,1,2,1,1,2,3,1,1,1,1,1,2,1,2,1,1,3,2,2,1,3,2,1,4,3,1,1,3,1,1,2,1,1,4,4,4,4,4,"no","no",1.8,1.4,1.7,4
"United States","0.920","Very high human development",32.5,"Male","No Kids","deg","full-time",55000,"",1,11,"Village","Separated",0,0,4,4,4,4,4,1,1,5,2,3,3,3,2,2,3,3,2,3,1,4,4,5,5,4,5,2,4,5,4,1,3,4,1,4,3,5,3,4,4,4,2,2,2,2,2,"yes","yes",4,2.53333333333333,3.6,2
"United States","0.920","Very high human development",23,"Female","No Kids","deg","student",NA,"",5,0,"Small Town","Single",0,0,5,5,5,3,3,1,3,5,5,5,5,5,5,5,5,3,5,2,5,3,5,3,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,4,4,4,4,4,"yes","yes",4.2,4.13333333333333,4.65,4
"United States","0.920","Very high human development",45,"Male","Yes Kids","ltuni","unemployed",10000,"",10,0,"Medium-Sized","Married",0,0,5,4,2,3,3,5,3,5,4,5,4,4,5,3,4,4,4,5,4,5,2,3,3,5,4,3,5,3,5,4,4,4,5,3,5,5,3,5,4,5,2,1,2,3,1,"yes","yes",3.4,4.26666666666667,3.95,1.8
"United States","0.920","Very high human development",19,"Male","No Kids","ltuni","student",NA,"",0,0,"Large Town","Single",0,0,4,5,4,4,3,2,2,5,4,5,3,4,5,5,4,4,3,4,3,4,4,5,4,4,3,2,5,3,5,3,4,5,2,4,5,5,5,4,5,4,2,3,2,2,1,"yes","yes",4,3.8,4.05,2
"United States","0.920","Very high human development",37.5,"Male","No Kids","ltuni","student",10000,"",0,0,"Small Town","Single",0,0,4,5,4,4,4,4,4,4,5,5,3,4,4,5,5,4,5,5,4,5,5,4,3,5,2,3,5,2,5,4,3,5,2,3,4,3,4,5,5,5,3,4,3,3,2,"yes","yes",4.2,4.4,3.85,3
"United States","0.920","Very high human development",55,"Female","Yes Kids","ma","full-time",87500,"",7,6,"Rural/Country","Married",0,0,4,3,2,1,2,4,4,5,5,3,2,4,4,2,4,3,3,4,4,4,5,3,4,5,5,5,4,3,4,5,4,4,5,5,4,5,5,4,4,4,4,5,5,5,4,"yes","no",2.4,3.66666666666667,4.25,4.6
"United States","0.920","Very high human development",28,"Female","No Kids","ma","full-time",55000,"",0,3,"Large Town","Single",0,0,3,3,2,2,2,1,1,1,2,1,2,1,2,1,3,3,2,3,2,2,3,3,3,5,1,2,2,2,3,2,2,3,3,3,3,3,2,3,2,3,4,4,4,4,3,"no","no",2.4,1.8,2.55,3.8
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","ltuni","unemployed",25000,"",12,0,"Small Town","Divorced",0,1,4,4,5,5,5,3,3,2,4,5,4,4,5,5,5,5,4,3,4,5,5,2,4,5,4,4,5,3,5,5,4,4,3,3,4,4,4,4,5,4,2,2,1,3,1,"yes","yes",4.6,4.06666666666667,4.1,1.8
"United States","0.920","Very high human development",23,"Female","No Kids","dip","full-time",35000,"",0,1,"Village","Single",0,0,3,1,4,2,2,2,3,5,4,2,1,3,3,2,2,4,4,4,3,3,3,2,3,2,2,2,4,3,3,3,3,4,3,2,4,4,3,3,4,2,4,4,5,5,4,"yes","yes",2.4,3,2.85,4.4
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","full-time",150000,"",6,0,"Large Town","Married",1,1,3,3,2,2,2,3,3,4,3,3,3,2,4,2,2,2,3,2,2,3,3,2,2,4,2,4,2,3,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,"yes","no",2.4,2.73333333333333,2.8,3
"United States","0.920","Very high human development",55,"Male","No Kids","dip","full-time",NA,"",12,0,"Village","Widowed",0,0,5,5,2,3,3,1,1,5,1,5,1,2,5,5,5,1,2,3,1,5,5,2,3,3,1,1,5,2,5,2,1,5,3,3,5,5,3,5,5,5,3,2,3,3,1,"yes","yes",3.6,2.86666666666667,3.45,2.4
"United States","0.920","Very high human development",45,"Female","No Kids","ma","full-time",87500,"",2,3,"Village","Single",0,0,3,1,2,1,1,1,1,3,3,3,2,4,2,2,3,1,2,3,4,1,4,2,2,2,4,1,3,2,4,3,1,3,2,2,3,5,5,2,2,2,3,1,2,3,3,"no","no",1.6,2.33333333333333,2.65,2.4
"United States","0.920","Very high human development",55,"Female","Yes Kids","high","retired",55000,"",0,0,"Village","Married",1,1,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,4,5,1,5,5,5,5,2,4,5,5,5,5,5,5,3,2,2,2,1,"yes","yes",5,4.4,4.5,2
"United States","0.920","Very high human development",20,"Female","No Kids","ltuni","part-time",NA,"",2,0,"Village","Single",0,0,4,2,1,2,2,2,1,3,3,2,3,4,4,2,4,4,2,4,2,2,4,2,4,4,2,2,3,2,4,2,3,4,2,3,5,4,3,3,4,3,3,4,4,3,4,"yes","yes",2.2,2.8,3.05,3.6
"United States","0.920","Very high human development",19,"Female","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,2,3,2,2,2,1,1,1,3,1,2,3,3,1,1,2,2,2,3,2,3,1,1,3,2,2,1,2,1,1,4,1,1,3,2,2,1,2,3,2,4,4,5,5,5,"no","no",2.2,1.86666666666667,1.9,4.6
"United States","0.920","Very high human development",55,"Female","Yes Kids","ma","full-time",55000,"",5,0,"Small Town","Widowed",1,0,3,4,4,2,2,2,2,3,3,4,3,3,4,3,4,5,2,3,2,5,5,2,2,3,2,3,3,4,4,3,2,5,3,4,4,4,3,3,4,4,2,2,2,2,2,"yes","yes",3,3.2,3.25,2
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","dip","full-time",15000,"",0,4,"Medium-Sized","Divorced",0,0,3,3,3,3,3,4,4,5,4,4,1,4,4,3,3,3,4,5,4,4,3,1,3,5,1,3,3,4,4,2,4,2,5,4,3,5,4,3,3,4,3,3,4,4,5,"yes","no",3,3.73333333333333,3.35,3.8
"United States","0.920","Very high human development",28,"Female","Yes Kids","ltuni","student",10000,"",2,0,"Village","Single",1,2,4,3,3,1,1,1,1,1,1,1,2,1,3,1,1,4,1,2,1,4,2,1,2,3,2,2,3,3,2,1,4,4,2,2,2,4,2,2,2,2,4,4,4,3,3,"yes","no",2.4,1.66666666666667,2.2,3.6
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","",NA,"",0,0,"Medium-Sized","Married",1,1,4,3,3,3,2,3,2,2,4,2,1,3,3,3,5,4,2,4,2,4,4,2,3,5,3,2,3,3,5,4,4,4,5,4,3,5,4,5,3,3,3,3,3,4,2,"yes","no",3,2.93333333333333,3.65,3
"United States","0.920","Very high human development",45,"Female","Yes Kids","deg","full-time",25000,"",1,7,"Village","Single",1,0,3,3,3,3,3,3,3,4,3,3,2,4,4,3,3,4,4,4,3,4,3,4,4,3,3,3,2,3,3,3,4,4,2,3,3,3,4,3,3,4,3,2,2,3,4,"yes","no",3,3.4,3.15,2.8
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",35000,"",1,9,"Small Town","Married",1,1,4,4,4,3,3,2,1,1,5,5,5,5,5,2,5,2,4,3,5,5,5,5,1,5,5,4,5,3,5,2,2,5,3,4,4,5,3,5,5,5,4,5,3,5,4,"yes","yes",3.6,3.66666666666667,3.9,4.2
"United States","0.920","Very high human development",28,"Male","No Kids","ma","full-time",55000,"",2,6,"Small Town","Married",0,0,3,3,2,2,2,1,2,4,4,3,1,1,4,2,4,1,3,3,2,1,3,1,3,4,2,2,3,3,4,2,3,4,1,3,4,5,2,5,3,4,3,3,3,3,2,"yes","yes",2.4,2.4,2.95,2.8
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",25000,"",4,0,"Village","Single",0,0,3,4,4,3,3,2,3,4,4,3,2,3,3,3,4,5,4,2,3,4,4,3,4,5,4,2,5,4,4,1,4,3,2,5,3,4,3,3,3,4,3,4,4,4,5,"yes","yes",3.4,3.26666666666667,3.5,4
"United States","0.920","Very high human development",20,"Male","No Kids","ltuni","student",10000,"",0,0,"Village","Single",0,0,4,3,3,2,2,1,3,3,3,2,2,3,3,2,2,4,4,2,3,3,3,3,4,5,1,4,4,3,4,3,2,4,2,3,4,3,4,4,4,3,5,5,5,3,4,"yes","yes",2.8,2.66666666666667,3.25,4.4
"United States","0.920","Very high human development",21,"Female","No Kids","ltuni","student",10000,"",3,0,"Village","Single",0,0,2,3,3,2,2,1,3,2,4,1,1,3,3,1,2,4,3,2,3,2,3,2,2,4,3,1,3,2,5,2,4,4,2,3,3,4,3,3,3,3,4,4,3,3,4,"yes","no",2.4,2.33333333333333,2.8,3.6
"United States","0.920","Very high human development",23,"Female","No Kids","deg","student",15000,"",1,0,"Medium-Sized","Single",0,0,5,5,5,3,3,1,4,4,5,3,3,4,4,3,4,3,5,4,5,3,4,1,3,5,4,5,3,5,3,4,5,3,3,5,5,4,4,4,5,5,4,4,4,4,4,"yes","yes",4.2,3.66666666666667,4,4
"United States","0.920","Very high human development",55,"Male","Yes Kids","ltuni","full-time",67500,"",0,0,"Large Town","Married",1,0,3,3,3,3,3,2,1,5,2,3,2,4,3,3,2,3,2,2,1,4,3,1,3,3,4,2,3,4,4,2,2,3,3,4,4,1,2,3,4,3,2,2,1,2,1,"yes","yes",3,2.6,2.9,1.6
"United States","0.920","Very high human development",28,"Male","No Kids","ma","full-time",250000,"",0,1,"Village","Single",0,0,3,2,2,2,2,1,1,3,4,4,3,2,3,3,4,2,2,5,1,3,3,1,2,2,3,1,3,3,3,5,4,3,5,1,3,5,5,1,3,1,5,5,5,5,5,"yes","no",2.2,2.73333333333333,2.85,5
"United States","0.920","Very high human development",45,"Female","Yes Kids","phd","part-time",25000,"",0,0,"Medium-Sized","Separated",0,3,3,2,4,2,2,4,4,5,1,2,2,4,3,2,4,4,5,5,5,4,4,3,3,2,5,4,4,3,4,4,2,4,5,3,4,4,4,3,4,4,4,3,4,4,3,"yes","yes",2.6,3.6,3.55,3.6
"United States","0.920","Very high human development",55,"Female","No Kids","deg","full-time",87500,"",10,0,"Small Town","Single",0,0,4,4,4,3,3,1,1,2,3,2,2,3,3,3,3,2,1,3,1,3,4,2,2,4,2,1,3,3,3,1,1,5,3,3,4,3,2,3,4,4,3,3,3,3,2,"yes","yes",3.6,2.2,2.75,2.8
"United States","0.920","Very high human development",28,"Female","No Kids","deg","full-time",45000,"",2,0,"Village","Single",0,0,4,4,2,1,1,2,4,3,5,3,4,5,3,3,3,5,5,4,4,2,5,2,3,5,4,3,5,3,3,5,5,4,3,4,4,4,4,4,5,4,2,3,3,2,4,"yes","yes",2.4,3.66666666666667,3.9,2.8
"United States","0.920","Very high human development",55,"Male","Yes Kids","ma","full-time",55000,"",0,0,"Village","Married",1,1,4,4,4,2,2,2,1,5,4,1,3,4,4,2,2,2,2,2,3,3,4,1,2,2,4,2,4,4,4,3,3,4,4,2,4,4,4,5,4,5,4,4,4,4,2,"yes","yes",3.2,2.66666666666667,3.35,3.6
"United States","0.920","Very high human development",25,"Female","Yes Kids","ma","unemployed",10000,"",1,2,"Village","Married",1,0,2,4,3,4,4,1,2,3,3,3,1,2,4,2,3,3,2,4,2,3,4,5,4,4,3,4,4,3,5,4,4,4,2,4,4,4,5,4,4,4,3,3,3,4,2,"yes","no",3.4,2.53333333333333,3.85,3
"United States","0.920","Very high human development",28,"Female","No Kids","deg","part-time",10000,"",0,3,"Small Town","Single",0,0,5,5,5,5,5,2,2,3,4,3,5,5,5,5,5,3,5,5,3,5,5,5,1,5,3,2,5,5,5,1,5,5,2,2,4,1,3,4,5,5,1,2,2,1,1,"yes","yes",5,4,3.65,1.4
"United States","0.920","Very high human development",32.5,"Female","No Kids","deg","full-time",35000,"",0,5,"Rural/Country","Single",0,0,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,4,2,4,2,4,4,2,2,2,4,2,4,2,4,2,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,"yes","yes",2,2.66666666666667,3.05,4
"United States","0.920","Very high human development",37.5,"Female","No Kids","ma","full-time",67500,"",2,0,"Small Town","Single",0,0,2,1,1,1,1,1,1,4,3,2,1,2,4,3,3,2,2,2,1,1,3,1,2,3,2,2,3,2,3,3,3,3,1,2,3,3,2,3,1,2,3,3,4,4,4,"yes","no",1.2,2.13333333333333,2.35,3.6
"United States","0.920","Very high human development",20,"Female","No Kids","ltuni","student",NA,"",0,0,"Small Town","Single",0,0,3,3,2,2,2,2,2,3,3,2,3,3,5,2,4,4,2,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,2,2,4,4,3,4,3,4,3,4,3,4,2,"yes","yes",2.4,2.86666666666667,3.3,3.2
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","full-time",45000,"",10,0,"Large Town","Married",0,0,4,3,2,3,3,1,2,2,4,3,4,4,2,3,4,3,4,2,4,3,3,2,3,5,3,2,4,3,4,3,3,3,2,3,3,4,4,4,4,4,3,3,3,3,3,"yes","yes",3,3,3.3,3
"United States","0.920","Very high human development",28,"Female","No Kids","deg","student",NA,"",1,0,"Rural/Country","Married",0,0,5,5,5,4,4,1,2,2,4,4,4,4,3,3,4,2,4,3,4,5,4,2,2,3,1,3,4,3,4,5,5,5,4,4,4,3,3,3,5,4,3,4,4,4,3,"yes","yes",4.6,3.26666666666667,3.45,3.6
"United States","0.920","Very high human development",22,"Female","No Kids","deg","part-time",15000,"",0,3,"Large Town","Single",0,0,3,3,3,3,3,2,1,5,1,5,1,2,2,1,3,5,1,4,2,2,2,1,3,1,5,3,3,4,2,1,2,3,3,4,2,5,4,4,2,5,2,2,2,2,2,"no","no",3,2.46666666666667,2.85,2
"United States","0.920","Very high human development",55,"Male","Yes Kids","deg","full-time",150000,"",0,0,"Village","Separated",1,0,5,5,5,4,4,1,2,5,5,5,5,5,5,1,1,3,4,3,3,5,5,3,5,5,4,3,5,4,4,5,4,4,2,3,5,5,4,5,5,5,4,4,4,4,4,"yes","yes",4.6,3.53333333333333,4.1,4
"United States","0.920","Very high human development",45,"Female","No Kids","deg","full-time",150000,"",2,0,"Large Town","Separated",0,0,3,3,3,3,3,4,3,5,3,3,4,2,4,3,3,3,4,4,2,5,5,3,4,4,2,2,3,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,"yes","no",3,3.46666666666667,3.4,3.8
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","dip","full-time",87500,"",3,0,"Village","Divorced",0,1,3,4,4,3,3,2,2,4,5,4,4,4,3,4,4,5,5,4,4,5,5,3,5,5,5,4,5,3,4,5,5,4,3,3,4,4,4,5,5,5,3,4,3,4,4,"yes","yes",3.4,3.93333333333333,4.3,3.6
"United States","0.920","Very high human development",37.5,"Male","No Kids","deg","full-time",150000,"",6,0,"Medium-Sized","Single",0,0,4,4,4,4,4,1,1,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,4,3,2,2,2,3,1,"yes","yes",4,2.46666666666667,3.1,2
"United States","0.920","Very high human development",45,"Male","No Kids","ltuni","full-time",45000,"",6,7,"Large Town","Single",0,0,4,4,4,4,4,2,3,5,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,3,2,2,"yes","yes",4,3.6,3.65,2.2
"United States","0.920","Very high human development",32.5,"Male","No Kids","phd","student",15000,"",5,0,"Large Town","Single",0,0,3,5,2,3,3,1,1,1,1,5,5,4,5,5,5,1,1,3,1,5,5,1,2,5,5,1,5,1,5,1,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,"yes","yes",3.2,2.93333333333333,3.45,1
"United States","0.920","Very high human development",28,"Male","No Kids","ma","full-time",15000,"",2,0,"Large Town","Married",0,0,2,3,4,3,3,2,2,5,3,2,1,2,2,2,2,4,3,4,3,3,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,5,4,"no","no",3,2.66666666666667,2.85,4.8
"United States","0.920","Very high human development",23,"Male","No Kids","deg","full-time",45000,"",0,1,"Small Town","Single",0,0,4,4,5,4,4,2,2,2,3,3,3,2,3,2,4,2,3,2,1,1,1,1,3,3,2,1,5,3,4,2,3,2,1,1,3,2,2,3,1,3,4,3,3,4,3,"yes","yes",4.2,2.33333333333333,2.3,3.4
"United States","0.920","Very high human development",67.5,"Female","No Kids","deg","",NA,"",0,0,"","Married",0,0,3,3,4,2,2,2,3,3,5,3,1,2,4,3,3,3,4,3,4,3,4,2,4,3,3,4,3,5,4,4,4,4,4,5,3,3,2,4,3,3,5,5,4,4,3,"yes","yes",2.8,3.06666666666667,3.5,4.2
"United States","0.920","Very high human development",28,"Male","Yes Kids","ma","student",15000,"",3,6,"Small Town","Married",0,1,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,2,4,4,3,3,4,2,4,3,3,4,2,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,"yes","yes",3.6,3.66666666666667,3.5,3
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","phd","full-time",87500,"",5,0,"Large Town","Married",1,1,4,3,4,2,2,3,1,1,2,1,1,1,2,1,4,3,2,3,1,1,3,3,1,1,1,2,3,2,3,1,2,4,3,3,3,4,3,4,3,3,4,4,5,5,4,"yes","no",3,1.8,2.45,4.4
"United States","0.920","Very high human development",28,"Female","Yes Kids","deg","full-time",25000,"",4,6,"Large Town","Single",0,1,1,1,1,1,1,5,5,5,1,3,1,1,4,1,1,5,4,5,1,1,1,1,2,3,2,3,1,3,1,1,5,1,3,5,2,1,1,2,1,2,3,3,3,3,5,"yes","no",1,2.86666666666667,2.05,3.4
"United States","0.920","Very high human development",32.5,"Male","Yes Kids","ltuni","full-time",67500,"",7,0,"Village","Married",0,1,3,5,5,4,4,2,4,5,5,5,3,5,3,5,5,4,5,2,3,5,5,3,4,5,5,5,5,4,5,3,4,5,4,5,4,5,5,4,5,4,5,5,5,5,5,"yes","yes",4.2,4.06666666666667,4.45,5
"United States","0.920","Very high human development",55,"Female","No Kids","deg","part-time",87500,"",12,0,"Small Town","Single",0,0,2,3,2,2,4,2,1,2,5,5,1,1,2,5,2,3,3,3,1,2,3,3,3,1,2,1,1,4,3,2,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,"no","no",2.6,2.53333333333333,2.75,3.4
"United States","0.920","Very high human development",37.5,"Female","Yes Kids","ma","unemployed",10000,"",2,0,"Small Town","Married",0,1,3,4,3,2,2,1,1,3,2,2,1,1,3,2,1,2,3,4,2,2,2,1,2,2,2,2,2,3,3,2,3,3,1,2,2,4,3,3,2,3,4,4,4,4,4,"yes","no",2.8,2,2.3,4
"United States","0.920","Very high human development",37.5,"Male","No Kids","phd","full-time",55000,"",3,0,"Small Town","Divorced",0,0,4,5,5,4,4,3,3,5,4,2,4,5,4,4,5,5,5,4,4,5,5,4,2,5,5,5,5,5,5,2,5,4,3,4,4,5,4,5,5,5,2,1,1,2,2,"yes","yes",4.4,4.13333333333333,4.35,1.6
"United States","0.920","Very high human development",28,"Male","Yes Kids","ltuni","full-time",67500,"",0,9,"Small Town","Divorced",1,0,4,5,5,3,3,3,2,3,2,1,4,3,2,1,3,2,3,2,2,4,4,1,2,3,2,5,4,4,3,1,4,2,3,3,5,4,4,5,5,5,3,4,4,3,2,"yes","yes",4,2.46666666666667,3.4,3.2
"United States","0.920","Very high human development",67.5,"Male","Yes Kids","deg","retired",87500,"",0,0,"Small Town","Married",0,2,5,5,5,5,4,3,3,5,4,5,1,5,5,4,4,4,5,3,4,3,5,4,4,5,3,4,4,5,4,4,3,5,5,5,5,5,3,4,4,5,3,4,4,4,4,"no","yes",4.8,3.86666666666667,4.25,3.8
"United States","0.920","Very high human development",45,"Female","Yes Kids","ma","part-time",35000,"",7,0,"Large Town","Married",1,1,4,4,4,3,3,3,4,2,4,3,3,3,3,3,2,3,4,4,4,4,4,2,4,5,2,2,3,3,4,2,2,4,4,2,4,2,3,5,5,4,2,1,2,2,1,"yes","no",3.6,3.26666666666667,3.25,1.6
"United States","0.920","Very high human development",28,"Female","No Kids","deg","full-time",35000,"",3,8,"Village","Single",0,0,5,2,1,1,1,2,4,5,5,5,4,4,5,5,5,4,5,4,5,4,5,3,3,2,1,2,1,2,5,5,4,5,2,4,4,5,3,5,5,5,3,3,3,3,3,"yes","yes",2,4.4,3.55,3
"United States","0.920","Very high human development",28,"Female","No Kids","deg","full-time",35000,"",4,6,"Large Town","Single",0,0,5,5,5,5,5,3,2,5,4,5,5,5,4,5,5,3,4,3,2,4,4,4,4,3,5,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,2,2,2,2,2,"yes","yes",5,3.93333333333333,4.3,2
"United States","0.920","Very high human development",55,"Female","Yes Kids","deg","full-time",45000,"",10,0,"Village","Married",1,1,2,2,2,1,1,5,5,5,5,3,1,3,5,3,3,5,5,5,5,4,3,1,4,1,3,3,2,4,5,5,5,5,4,2,3,5,3,4,3,2,2,2,3,3,2,"yes","yes",1.6,4.13333333333333,3.25,2.4
"United States","0.920","Very high human development",55,"Male","Yes Kids","ma","full-time",150000,"",6,1,"Village","Married",0,0,4,3,3,3,3,3,2,3,3,3,3,4,3,2,2,3,3,4,3,5,4,1,3,2,2,3,3,3,3,2,3,3,3,4,4,5,3,2,3,3,3,2,3,3,2,"yes","yes",3.2,3.06666666666667,2.9,2.6
"United States","0.920","Very high human development",55,"Female","Yes Kids","ma","full-time",67500,"",2,9,"Small Town","Married",1,1,3,4,4,3,3,1,1,4,4,2,1,2,3,2,2,5,3,3,2,2,3,3,3,4,1,3,3,4,4,2,4,3,3,4,3,4,2,4,3,4,3,3,3,3,3,"no","no",3.4,2.46666666666667,3.15,3
